fips,name,state,state_full,twitter,population,twitterYN,twitterNotes,twitter_active_COVID,twitter_active_last60,facebookYN,facebookNotes,notes,district,id,conversation_id,created_at,tweet_date,time,timezone,user_id,twitter_display_name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filename,total_tweets,tweets_COVID,tweets_last60,mean_likes,mean_retweets,mean_replies,socmed
99911,Southwest District Health - Idaho,Idaho,Idaho,swdhidaho,307467,1,NA,NA,NA,1,NA,NA,Southwest District Health - Idaho,146574e13,146574e13,2021-11-30 13:00:01 Eastern Standard Time,11/30/2021,13:00:01,-500,1102086571,SWDHIDAHO,"Adams County, Owyhee County, Washington County, Canyon County, Payette County, Gem County",Prevent Type 2 Diabetes! Join a diabetes prevention program offered by Southwest District Health. For more information and to sign-up call 208-455-5425.  https://t.co/jBGoDR7qMe,en,[],[],['https://pbs.twimg.com/media/FEWl0LUVEAMpCBv.jpg'],0,0,0,[],[],https://twitter.com/SWDHIDAHO/status/1465742427742883841,FALSE,NA,1,https://pbs.twimg.com/media/FEWl0LUVEAMpCBv.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Adams County_Idaho.csv,226,226,226,0.3584070796460177,0.1946902654867257,0,Both Facebook and Twitter
99912,Southeastern Idaho Public Health,Idaho,Idaho,siphidaho,178287,1,NA,NA,NA,1,NA,NA,Southeastern Idaho Public Health,146544e13,146544e13,2021-11-29 17:07:28 Eastern Standard Time,11/29/2021,17:07:28,-500,16783792,SIPH,"Franklin County, Power County, Bannock County, Bear Lake County, Butte County, Oneida County, Bingham County, Caribou County",Southeastern Idaho Public Healthâ€™s Weekly COVID-19 Update  https://t.co/GqmtGM891j #IdahoCOVID19 #CoronaVirus #PublicHealth  https://t.co/NkiHPNT6iA,en,[],['https://linktr.ee/siphidaho'],['https://pbs.twimg.com/media/FFZMBNTX0AkOWFL.jpg'],0,0,0,"['idahocovid19', 'coronavirus', 'publichealth']",[],https://twitter.com/siphidaho/status/1465442314155872260,FALSE,NA,1,https://pbs.twimg.com/media/FFZMBNTX0AkOWFL.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Bannock County_Idaho.csv,220,220,188,0.2909090909090909,0.2863636363636364,0.10909090909090909,Both Facebook and Twitter
99913,Panhandle Health District - Idaho,Idaho,Idaho,phdidaho,252442,1,NA,NA,NA,1,NA,NA,Panhandle Health District - Idaho,112288e13,112288e13,2019-04-29 11:16:55 Eastern Daylight Time,4/29/2019,11:16:55,-500,61523172,Panhandle Health,"Shoshone County, Benewah County, Bonner County, Boundary County, Kootenai County",What is the Youth Water Summit? A scientific conference for high school students who are learning about our watershed through the Confluence Project using field experiences and hands-on research. They are...  https://t.co/RiVFeca8P9,en,[],['https://www.facebook.com/PanhandleHealth/posts/1576114319189960'],[],0,0,1,[],[],https://twitter.com/phdidaho/status/1122882459652247553,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Benewah County_Idaho.csv,40,0,0,0.45,0.35,0.1,Both Facebook and Twitter
99914,South Central Public Health District - Idaho,Idaho,Idaho,scphd,204014,1,NA,NA,NA,1,NA,NA,South Central Public Health District - Idaho,13143e14,13143e14,2020-10-08 16:12:58 Eastern Daylight Time,10/8/2020,16:12:58,-500,100076441,SCPHD,"Twin Falls County, Camas County, Cassia County, Blaine County, Lincoln County, Gooding County, Jerome County, Minidoka County",October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,en,[],['http://bit.ly/2Kz4b5q'],[],0,0,0,['breastcancer'],[],https://twitter.com/SCPHD/status/1314297757792759809,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Blaine County_Idaho.csv,140,9,0,0.1357142857142857,0.12142857142857144,0,Both Facebook and Twitter
99915,Public Health District 2 - Idaho,Idaho,Idaho,phincd,111092,1,NA,NA,NA,1,NA,NA,Public Health District 2 - Idaho,146e16,146e16,2021-11-22 10:30:01 Eastern Standard Time,11/22/2021,10:30:01,-500,17851232,Public Health - Idaho North Central District,"Nez Perce County, Clearwater County, Lewis County, Idaho County, Latah County",Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the yearâ€”and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,en,[],[],['https://pbs.twimg.com/media/FEllqZFUYAAfNOU.jpg'],0,2,5,['phtyd'],[],https://twitter.com/PHINCD/status/1462805573603414017,FALSE,NA,1,https://pbs.twimg.com/media/FEllqZFUYAAfNOU.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Clearwater County_Idaho.csv,85,85,27,1.411764705882353,0.9176470588235294,0.16470588235294115,Both Facebook and Twitter
99916,Southern Seven Health Department - lllinois,Illinois,Illinois,s7healthdept,92688,1,NA,NA,NA,1,NA,NA,Southern Seven Health Department - lllinois,144615e13,144615e13,2021-10-07 12:35:49 Eastern Daylight Time,10/7/2021,12:35:49,-500,13364e14,Southern Seven Health Department & Head Start,"Pulaski County, Hardin County, Union County, Johnson County, Pope County, Massac County, Marion County","Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",en,[],['http://www.southern7.org'],['https://pbs.twimg.com/media/FBHDruVWEA4VM8h.jpg'],0,0,0,[],[],https://twitter.com/S7HealthDept/status/1446152294731554821,FALSE,NA,1,https://pbs.twimg.com/media/FBHDruVWEA4VM8h.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Marion County_Illinois.csv,206,206,7,0.16019417475728157,0.10679611650485436,0.00485436893203883,Both Facebook and Twitter
99917,Lake Cumberland District Health Department - Kentucky,Kentucky,Kentucky,lcdhd,209764,1,NA,NA,NA,1,NA,NA,Lake Cumberland District Health Department - Kentucky,146537e13,146537e13,2021-11-29 12:02:12 Eastern Standard Time,11/29/2021,12:02:12,-500,67671445,Health Department,"McCreary County, Taylor County, Wayne County, Pulaski County, Cumberland County, Green County, Adair County, Russell County, Clinton County, Casey County",Booster shots are now available through your local Health Department! Learn more @  https://t.co/MYapSYvN3g #kickcovidKY #freefromquarantine #getvaccinated #everybodycounts #covidvaccine #imvaxxed #vaccinatedbychoice #vaccinessavelives  https://t.co/WDTAfJXYjg,en,[],['https://l8r.it/NqtB'],['https://pbs.twimg.com/media/FFYFur6WUAUBkiL.jpg'],0,0,0,"['kickcovidky', 'freefromquarantine', 'getvaccinated', 'everybodycounts', 'covidvaccine', 'imvaxxed', 'vaccinatedbychoice', 'vaccinessavelives']",[],https://twitter.com/LCDHD/status/1465365490046578691,FALSE,NA,1,https://pbs.twimg.com/media/FFYFur6WUAUBkiL.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Adair County_Kentucky.csv,505,505,469,0.2594059405940594,0.04356435643564356,0.0198019801980198,Both Facebook and Twitter
99918,Purchase District Health Department - Kentucky,Kentucky,Kentucky,NA,88421,0,NA,NA,NA,1,NA,NA,Purchase District Health Department - Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,"Ballard County, Carlisle County, Fulton County, Hickman County, McCracken County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook but no Twitter
99919,Barren River Health Department - Kentucky,Kentucky,Kentucky,barrenriverhd,278870,1,NA,NA,NA,1,NA,NA,Barren River Health Department - Kentucky,146e16,146e16,2021-11-24 17:17:52 Eastern Standard Time,11/24/2021,17:17:52,-500,115077040,Barren River Health,"Hart County, Butler County, Simpson County, Logan County, Warren County, Metcalfe County, Barren County, Edmonson County","The Barren River District Health Department has confirmed a total of 524 new cases and 53,377 total cases, 46,067 of which have recovered. We have 753 deaths reported from COVID-19. We stand in solidarity with those affected during these difficult times.  https://t.co/dxuBJUyFnl",en,[],[],"['https://pbs.twimg.com/media/FE_d7eKWUAAnOCJ.png', 'https://pbs.twimg.com/media/FE_d7eGX0AYRz9s.png', 'https://pbs.twimg.com/media/FE_eceXWQAEWL30.jpg']",0,0,1,[],[],https://twitter.com/BarrenRiverHD/status/1463632991394095106,FALSE,NA,1,https://pbs.twimg.com/media/FE_d7eKWUAAnOCJ.png,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Barren County_Kentucky.csv,453,453,311,0.6931567328918322,0.4437086092715232,0.16997792494481237,Both Facebook and Twitter
99920,Gateway District Health Department - Kentucky,Kentucky,Kentucky,gdhd_org,64179,1,NA,NA,NA,1,NA,NA,Gateway District Health Department - Kentucky,111834e12,111834e12,2011-09-08 12:10:05 Eastern Daylight Time,9/8/2011,12:10:05,-500,370174296,Gateway District,"Rowan County, Menifee County, Morgan County, Elliott County, Bath County",Gateway District Health Department now has a Twitter account! Follow us for your public health information.,en,[],[],[],0,0,1,[],[],https://twitter.com/gdhd_org/status/111833694284693504,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Menifee County_Kentucky.csv,4,0,0,1,0,0,Both Facebook and Twitter
99921,Northern Kentucky Health Department,Kentucky,Kentucky,nkyhealth,422752,1,NA,NA,NA,1,NA,NA,Northern Kentucky Health Department,147e16,147e16,2021-11-30 15:00:02 Eastern Standard Time,11/30/2021,15:00:02,-500,318448920,NKY Health Dept,"Boone County, Kenton County, Campbell County, Grant County","COVID-19 vaccines are being monitored for safety with the most comprehensive and intense safety monitoring program in U.S. history. In fact, there were no reports of myocarditis, pericarditis or severe allergic reaction during the clinical trials for ages 5 â€“ 11. #VaxUpNKY  https://t.co/9mMedb88nc",en,[],[],['https://pbs.twimg.com/media/FEQ2c-kXEA0l2rB.png'],0,0,0,['vaxupnky'],[],https://twitter.com/nkyhealth/status/1465772630347182082,FALSE,NA,1,https://pbs.twimg.com/media/FEQ2c-kXEA0l2rB.png,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Boone County_Kentucky.csv,260,260,260,1.2538461538461538,0.23846153846153847,0.4153846153846154,Both Facebook and Twitter
99922,Three Rivers District Health Department - Kentucky,Kentucky,Kentucky,trdhd,45112,1,NA,NA,NA,1,NA,NA,Three Rivers District Health Department - Kentucky,14404e14,14404e14,2021-09-21 15:51:47 Eastern Daylight Time,9/21/2021,15:51:47,-500,125362867,Three Rivers,"Owen County, Pendleton County, Gallatin County, Carroll County","TRDHD District Director, Dr. Georgia Heise, presented to the Interim Joint Committee on Local Govâ€™t today on the effect of the 2021 Special Legislative Session and it's impact on Public Health across KY. We are so thankful for Dr. Heise's leadership during the COVID-19 pandemic.  https://t.co/KlRMPWsBy9",en,[],[],"['https://pbs.twimg.com/media/E_1XQZRUYAQhusc.jpg', 'https://pbs.twimg.com/media/E_1XQZaVkAgfRxj.jpg', 'https://pbs.twimg.com/media/E_1XQZaVUAQnwow.jpg']",0,1,2,[],[],https://twitter.com/TRDHD/status/1440403403025256450,FALSE,NA,1,https://pbs.twimg.com/media/E_1XQZRUYAQhusc.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Owen County_Kentucky.csv,220,40,0,1.9727272727272729,0.6136363636363636,0.14545454545454545,Both Facebook and Twitter
99923,Cumberland Valley Health Department - Kentucky,Kentucky,Kentucky,NA,49721,0,NA,NA,NA,1,NA,NA,Cumberland Valley Health Department - Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,"Clay County, Rockcastle County, Jackson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook but no Twitter
99924,Green River District Health Department - Kentucky,Kentucky,Kentucky,grdhd,215800,1,NA,NA,NA,1,NA,NA,Green River District Health Department - Kentucky,122e16,122e16,2020-01-13 09:53:05 Eastern Standard Time,1/13/2020,09:53:05,-500,162090541,Green River Health,"Daviess County, Henderson County, Ohio County, Webster County, Hancock County, Union County, McLean County",January is Radon Awareness Month and GRDHD wants to help you learn more about how to test your home for Radon!  https://t.co/2mnujrkQp0,en,[],['https://www.tristatehomepage.com/lifestyles/abc-25-local-lifestyles-green-river-health-district-01-07-20/'],[],1,0,2,[],[],https://twitter.com/GRDHD/status/1216734920502063110,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Daviess County_Kentucky.csv,80,0,0,0.1375,0,0.075,Both Facebook and Twitter
99925,Lincoln Trail District Health Department - Kentucky,Kentucky,Kentucky,lincolntrailhd,232267,1,NA,NA,NA,1,NA,NA,Lincoln Trail District Health Department - Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,"Hardin County, Larue County, Washington County, Marion County, Nelson County, Meade County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,Both Facebook and Twitter
99926,WEDCO District Health Department - Kentucky,Kentucky,Kentucky,wedcohealth,84624,1,NA,NA,NA,1,NA,NA,WEDCO District Health Department - Kentucky,146533e13,146533e13,2021-11-29 09:38:37 Eastern Standard Time,11/29/2021,09:38:37,-500,2373804991,WEDCO DHD,"Scott County, Harrison County, Nicholas County","In 2021, 11.3% of high school students (1.72 million) and 2.8% (320,000) of middle school students reported current e-cigarette use. To view the full report on Youth E-Cigarette Use, check the report below.  https://t.co/1m6JiqF6ju via @CDCgov",en,"[{'screen_name': 'cdcgov', 'name': 'cdc', 'id': '146569971'}]",['https://www.cdc.gov/mmwr/volumes/70/wr/mm7039a4.htm?s_cid=mm7039a4_w'],[],0,0,0,[],[],https://twitter.com/wedcohealth/status/1465329353433231366,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Harrison County_Kentucky.csv,0,0,0,0,0,0,Both Facebook and Twitter
99927,North Central District Health Department - Kentucky,Kentucky,Kentucky,ncdistrict,93744,1,NA,NA,NA,1,NA,NA,North Central District Health Department - Kentucky,144908e13,144908e13,2021-10-15 14:16:16 Eastern Daylight Time,10/15/2021,14:16:16,-500,2875172679,NCDistrict,"Shelby County, Spencer County, Trimble County, Henry County",Covid-19 Weekly Update  10/15/2021 #ncdhd  https://t.co/anPNaTIPYS,en,[],[],['https://pbs.twimg.com/media/FBwna7lXMAAQQBN.jpg'],1,0,1,['ncdhd'],[],https://twitter.com/NCDistrict/status/1449076676202274824,FALSE,NA,1,https://pbs.twimg.com/media/FBwna7lXMAAQQBN.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Spencer County_Kentucky.csv,20,20,1,0.1,0.2,0.05,Both Facebook and Twitter
99928,Kentucky River District Health Department,Kentucky,Kentucky,krdhd,89523,1,NA,NA,NA,1,NA,NA,Kentucky River District Health Department,143904e13,143904e13,2021-09-17 21:23:31 Eastern Daylight Time,9/17/2021,21:23:31,-500,971458e12,Kentucky River District Health Department,"Perry County, Letcher County, Owsley County, Leslie County, Wolfe County, Knott County, Lee County",https://t.co/s9C20oewHc,und,[],[],['https://pbs.twimg.com/media/E_h802IWYAI9_m8.jpg'],0,0,0,[],[],https://twitter.com/KRDHD/status/1439037335342092295,FALSE,NA,1,https://pbs.twimg.com/media/E_h802IWYAI9_m8.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Knott County_Kentucky.csv,40,40,0,0.7,0.2,0.05,Both Facebook and Twitter
99929,Buffalo Trace District Health Department - Kentucky,Kentucky,Kentucky,mason_health,19171,1,NA,NA,NA,1,NA,NA,Buffalo Trace District Health Department - Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,"Mason County, Robertson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,Both Facebook and Twitter
99930,Luce-Mackinac-Alger-Schoolcraft Health District - Michigan,Michigan,Michigan,lmasdhd,34084,1,NA,NA,NA,1,NA,NA,Luce-Mackinac-Alger-Schoolcraft Health District - Michigan,NA,NA,NA,NA,NA,NA,NA,NA,"Alger County, Mackinac County, Schoolcraft County, Luce County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,0,0,0.00555555555555555,0,Both Facebook and Twitter
