fips,name,state,state_full,twitter,population,twitterYN,twitterNotes,twitter_active_COVID,twitter_active_last60,facebookYN,facebookNotes,notes,district,id,conversation_id,created_at,date,time,timezone,user_id,twitter_display_name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filename,total_tweets,tweets_COVID,tweets_last60,mean_likes,mean_retweets,mean_replies
1027,Clay County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,Cleburne County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,Coffee County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,Colbert County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,Conecuh County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,Coosa County,AL,Alabama,NA,NA,0,NA,NA,NA,0,Administered at the state level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,Covington County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,Crenshaw County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,Cullman County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,Dale County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,Dallas County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,DeKalb County,AL,Alabama,dekalb_co_ema,NA,1,NA,Yes,Yes,1,Active,NA,NA,146295e13,146295e13,2021-11-22 20:03:34 Eastern Standard Time,11/22/2021,20:03:34,-500,414072411,DeKalb County AL HSEMA,NA,DeKalb County Activities Building will be closed to the public for the remainder of the week due to multiple cases of COVID-19 illnesses.,en,[],[],[],0,3,4,[],[],https://twitter.com/DeKalb_Co_EMA/status/1462949913944379394,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,DeKalb County_Alabama.csv,0,0,0,0,0,0
1051,Elmore County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,Escambia County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,Etowah County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,Fayette County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,Franklin County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,Geneva County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,Greene County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,Hale County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,Henry County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,Houston County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,Jackson County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,Jefferson County,AL,Alabama,jcdhtweets,NA,1,NA,Yes,Yes,1,Active,NA,NA,14657e14,14657e14,2021-11-30 10:21:10 Eastern Standard Time,11/30/2021,10:21:10,-500,71264e13,JCDH,NA,The COVID-19 vaccine is the most effective way to protect yourself and others from COVID-19. Give the gift of health this holiday season by getting vaccinated. JCDH has vaccine available for those 5 years of age and older. See below for details.  https://t.co/IoAFXZy4CG,en,[],[],"['https://pbs.twimg.com/media/FFc3-ZAVUAw4CYN.jpg', 'https://pbs.twimg.com/media/FFc3-aLVgAMREYC.jpg', 'https://pbs.twimg.com/media/FFc3-bcUUBAB0I_.jpg', 'https://pbs.twimg.com/media/FFc3-ceVEAYLoKK.jpg']",0,2,3,[],[],https://twitter.com/jcdhtweets/status/1465702449872662533,FALSE,NA,1,https://pbs.twimg.com/media/FFc3-ZAVUAw4CYN.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Jefferson County_Alabama.csv,100,100,89,2.3,1.75,0.82
1075,Lamar County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,Lauderdale County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,Lawrence County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,Lee County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,Limestone County,AL,Alabama,limestoneema,NA,1,NA,Yes,Yes,1,Active,EmergManage,NA,146316e13,146316e13,2021-11-23 09:50:13 Eastern Standard Time,11/23/2021,09:50:13,-500,236245075,Limestone EMA,NA,"Limestone County District 1 Commissioner, Daryl Sammet, will close Oak Grove Rd South of Sweet Springs Rd today (11-23-2021) from 9:00am to 12:30pm to replace culverts. Â Please pay attention to road signage and use extreme caution for workers in this area!",en,[],[],[],0,0,0,[],[],https://twitter.com/LimestoneEMA/status/1463157948042166277,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Limestone County_Alabama.csv,28,28,24,0.9285714285714286,0.8214285714285714,0.03571428571428571
1085,Lowndes County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,Macon County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,Madison County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,Marengo County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,Marion County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,Marshall County,AL,Alabama,mcemaal,NA,1,NA,Yes,No,1,Active,EmergManage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
1097,Mobile County,AL,Alabama,ilovemchd,NA,1,NA,Yes,Yes,1,Active,NA,NA,147e16,147e16,2021-11-30 12:02:45 Eastern Standard Time,11/30/2021,12:02:45,-500,108606863,MCHD,NA,Daily COVID-19 patient data for Mobile County. The three deaths reported occurred between October 23 and November 27.  https://t.co/MxfhkY6vN0  https://t.co/xDpcvfLwVY,en,[],['https://mchd.org/characteristics-of-covid-19-patients-for-november-30-2021/'],['https://pbs.twimg.com/media/FFdP1OHXwAoeR0d.jpg'],0,3,0,[],[],https://twitter.com/ILoveMCHD/status/1465728017184047111,FALSE,NA,1,https://pbs.twimg.com/media/FFdP1OHXwAoeR0d.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Mobile County_Alabama.csv,41,41,41,0.36585365853658536,0.4146341463414634,0
1099,Monroe County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,Montgomery County,AL,Alabama,mccalabama,NA,1,DoubleCheck,No,No,1,Active,CountyGeneral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
1103,Morgan County,AL,Alabama,morgancoema,NA,1,NA,Yes,Yes,1,Active,EmergManage,NA,14642e14,14642e14,2021-11-26 06:36:44 Eastern Standard Time,11/26/2021,06:36:44,-500,116798321,Morgan County (AL) EMA,NA,Bundle up and be safe while youâ€™re out shopping this weekend. Remember S.A.F.E: Secure: Park your vehicle in a well-light area.  Awareness: Be aware of your surroundings. Family: Discuss where to meet if you get separated Exits: Know your entrance and exit. #shopsafe  https://t.co/mojBcOxK8Z,en,[],[],['https://pbs.twimg.com/media/FFHe4cKXsAEqNvG.jpg'],0,2,3,['shopsafe'],[],https://twitter.com/morgancoema/status/1464196417401110568,FALSE,NA,1,https://pbs.twimg.com/media/FFHe4cKXsAEqNvG.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Morgan County_Alabama.csv,4,4,4,2.75,0.75,0
1105,Perry County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,Pickens County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,Pike County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,Randolph County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,Russell County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,St. Clair County,AL,Alabama,stclairema,NA,1,DoubleCheck,No,No,1,Active,EmergManage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
1117,Shelby County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,Sumter County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,Talladega County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,Tallapoosa County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,Tuscaloosa County,AL,Alabama,tuscaloosacoema,NA,1,NA,Yes,Yes,1,Active,EmergManage,NA,146386e13,146386e13,2021-11-25 08:11:37 Eastern Standard Time,11/25/2021,08:11:37,-500,2279615438,TuscaloosaCountyEMA,NA,Happy Thanksgiving! Tuscaloosa County EMA hopes that you have a great day celebrating thankfulness with your friends and family. Stay safe as you travel today and this weekend!  https://t.co/fyiTzeKAVQ,en,[],[],['https://pbs.twimg.com/media/FFCrAxPWYAYBAe1.jpg'],0,2,6,[],[],https://twitter.com/TuscaloosaCoEMA/status/1463857910992326657,FALSE,NA,1,https://pbs.twimg.com/media/FFCrAxPWYAYBAe1.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Tuscaloosa County_Alabama.csv,40,40,32,3.7,2.7,0.15
1127,Walker County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,Washington County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,Wilcox County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,Winston County,AL,Alabama,NA,NA,0,NA,NA,NA,1,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Aleutians East Borough,AK,Alaska,NA,NA,0,NA,NA,NA,1,Active,CountyGeneral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
